Complains,Charge Amount,Distinct Called Numbers,Tariff Plan,Status,Customer Value,Churn,Usage Index
0,0,14,1,1,203.445,0,-1.8882434409674285
0,1,42,2,1,676.53,0,1.7176177992372776
0,0,40,1,1,410.1,0,2.733467414991517
0,3,19,2,1,239.92,0,-1.2584656781827592
0,1,10,1,1,1037.2,0,0.6347528173450594
0,1,7,1,1,60.28,1,-2.3044788162859913
0,1,19,1,1,220.16,0,-0.5669691401937302
0,1,6,1,1,63.44,0,-2.652505991254683
0,1,26,1,1,1559.04,0,1.8976224947222466
0,1,37,1,1,270.985,0,-0.7294732562430047
0,1,35,1,1,144.63,0,-1.2866494099519012
0,2,30,2,1,304.8,0,-0.2800562430709566
0,1,20,1,1,1258.48,0,0.8617403115046272
0,3,45,1,1,967.96,0,2.6436855220330644
0,1,46,1,1,580.2,0,3.3135924101989835
0,2,27,1,1,214.44,0,-0.35101897032551366
0,1,14,1,1,291.04,0,0.2330082879876011
0,1,19,1,1,146.2,0,-1.3399715636956895
0,4,34,1,1,853.12,0,5.0820078726392275
0,2,10,1,1,2079.4,0,2.5667358319461213
0,1,32,1,1,1405.35,0,5.261586659405041
0,2,28,1,1,1029.96,0,1.7869054119692178
0,1,13,1,1,65.34,0,-2.426143320976065
0,1,10,1,1,103.48,0,-2.3510305836696075
1,1,2,1,1,25.335,1,-2.875921743949271
0,1,45,1,1,1863.92,0,4.475069614127908
0,2,49,2,1,332.05,0,2.603847225199651
0,2,39,1,1,817.02,0,0.9628273290297826
1,1,19,1,1,126.6,1,-1.6947612174987894
1,9,44,2,1,167.865,0,1.214994247249043
0,2,26,1,1,408.555,0,0.42819765615757527
0,1,16,1,1,137.0,0,-1.8223065028257261
0,1,18,1,1,179.76,1,-1.3784643400519816
1,1,33,1,1,251.0,1,-1.277829860281856
0,1,4,1,1,27.92,1,-2.8097737827657485
0,1,8,1,1,56.4,0,-2.0477701723835793
0,2,24,1,1,132.675,0,0.5344001886501448
0,1,6,1,1,52.45,1,-2.5268901772514463
0,2,4,1,1,19.575,0,-2.6914501176897496
0,4,82,1,1,759.42,0,5.05439656041205
1,4,35,2,1,1389.76,0,3.1634414972043
0,1,30,1,1,182.52,0,-0.5570297639532622
0,1,22,1,1,242.88,0,-1.3854520329113393
0,1,25,1,1,940.32,0,0.237711709576932
0,2,13,2,1,848.56,0,-0.24564699917384303
0,1,9,1,1,91.52,0,-2.189105671537143
0,1,5,1,1,87.45,0,-2.322868288272878
0,1,15,1,1,167.4,0,-1.8644580771085948
0,1,25,1,1,185.96,0,-0.9849950438404689
0,1,16,1,1,228.78,0,-1.7781331473440152
0,2,44,2,1,701.865,0,1.8277280928606907
0,1,42,1,1,254.505,0,2.84357770861493
0,4,21,1,1,262.44,0,-1.148355384559346
0,2,12,1,1,1059.72,0,0.7448631109684727
1,2,9,1,1,82.8,1,-2.194368522662578
0,0,15,1,1,197.01,0,-0.7871897274405567
0,0,2,1,2,20.7,0,-2.8727265785015095
0,0,22,1,1,1703.25,0,1.6774019074754198
0,0,33,1,1,231.055,0,-0.9145632464263638
0,0,31,1,1,131.34,0,-1.480522049401127
0,0,26,1,1,259.76,0,-0.5002768303177831
0,0,16,1,1,1213.44,0,0.6415197242578008
0,1,41,1,1,922.92,0,2.423464934786238
0,0,42,1,1,555.16,0,3.1372850692814915
0,0,23,1,1,181.4,0,-0.5448916097747396
0,0,10,1,1,276.75,0,0.01278770074077451
1,0,15,1,2,101.16,0,-1.560192150942516
0,2,30,1,1,808.08,0,4.861787285392402
0,0,6,1,1,2034.36,0,2.3465152446992947
0,0,28,1,1,1354.68,0,5.0413660721582145
0,0,24,1,1,984.92,0,1.5666848247223912
0,0,9,1,2,37.17,0,-2.602450661893557
0,0,6,1,2,65.745,0,-2.571251170916434
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,41,1,1,2046.24,0,4.2548490268810815
0,0,45,1,1,486.24,0,2.383626637952825
0,0,35,1,1,766.35,0,0.742606741782956
0,0,15,1,2,91.755,1,-1.914981804745616
0,7,40,1,1,261.625,0,1.029904257065684
0,0,22,1,1,357.885,1,0.20797706891074874
0,0,12,1,1,111.96,0,-1.9986138437432182
0,0,14,1,2,151.56,1,-1.5986849272988082
1,0,29,1,2,205.96,1,-1.4980504475286827
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,4,1,1,65.2,0,-2.2240775133010713
0,0,20,1,1,192.975,0,0.31417960140331835
0,0,2,1,2,24.3,1,-2.7471107644982733
0,0,0,1,1,0.0,0,-2.9860320375726848
0,2,78,1,1,731.25,0,4.878089219494559
0,2,31,2,1,1512.81,0,2.943220909957473
0,0,26,1,1,168.165,0,-0.7509024034024881
0,0,18,1,2,197.84,0,-1.6056726201581655
0,0,21,1,1,889.65,0,0.017491122330105413
0,0,9,2,1,903.96,0,-0.4658675864206696
0,0,5,1,2,52.29,0,-2.4093262587839694
1,0,1,1,2,59.3,1,-2.5430888755197048
0,0,11,1,1,116.73,0,-2.0846786643554216
0,0,21,1,1,140.92,0,-1.2052156310872955
0,0,12,1,1,178.11,0,-1.998353734590842
0,0,40,2,1,795.905,0,1.6075075056138644
0,0,38,1,1,396.025,0,2.6233571213681035
0,2,17,1,1,217.4,0,-1.3685759718061725
0,0,8,1,1,1014.68,0,0.524642523721646
0,0,5,1,1,57.76,1,-2.37067586358007
0,1,21,1,1,240.92,0,-0.5356520725018614
0,1,28,1,1,1579.8,0,1.9289395624141155
0,1,39,1,1,299.53,0,-0.698156188551136
0,1,37,1,1,167.985,0,-1.2553323422600324
0,2,32,1,1,325.56,0,-0.24873917537908782
0,1,22,1,1,1279.24,0,0.8930573791964962
0,3,47,1,1,988.72,0,2.675002589724933
0,1,48,1,1,600.96,0,3.344909477890852
0,2,29,1,1,235.2,0,-0.3197019026336449
0,1,16,1,1,311.8,0,0.2643253556794698
0,0,21,1,2,166.96,0,-1.3086544960038204
0,4,36,2,1,873.88,0,5.113324940331097
0,2,12,1,1,2100.16,0,2.59805289963799
0,1,34,1,1,1428.705,0,5.29290372709691
0,2,30,1,1,1050.72,0,1.8182224796610866
0,0,15,1,2,88.695,0,-2.3948262532841964
0,0,12,1,2,124.24,0,-2.319713515977739
0,1,47,1,1,1884.68,0,4.506386681819777
0,2,51,1,1,345.025,0,2.63516429289152
0,2,41,1,1,840.375,0,0.9941443967216513
1,0,21,1,2,147.36,1,-1.6634441498069208
1,9,46,1,1,175.65,0,1.2463113149409115
0,2,28,1,1,431.91,1,0.4595147238494441
0,1,18,1,1,157.76,0,-1.790989435133857
0,0,20,1,2,200.52,1,-1.3471472723601128
1,0,35,1,2,271.76,1,-1.2465127925899875
0,1,10,1,1,69.375,0,-2.0164531046917107
0,2,26,1,1,140.46,0,0.5657172563420136
1,0,8,1,2,65.425,1,-2.4955731095595777
0,2,6,1,1,27.36,0,-2.6601330499978806
0,4,84,1,1,782.775,0,5.085713628103919
1,4,37,2,1,1586.835,0,3.1947585648961683
0,1,32,1,1,203.28,0,-0.5257126962613935
0,0,24,1,2,263.64,0,-1.3541349652194703
0,1,27,1,1,963.675,0,0.2690287772688007
0,2,15,2,1,977.985,0,-0.2143299314819742
0,0,11,1,2,112.28,0,-2.1577886038452743
0,0,7,1,2,100.425,0,-2.2915512205810096
0,1,17,1,1,190.755,0,-1.833141009416726
0,1,27,1,1,206.72,0,-0.9536779761486001
0,1,18,1,1,252.135,0,-1.7468160796521466
0,2,46,2,1,725.22,0,1.8590451605525598
0,1,44,1,1,262.29,0,2.874894776306799
0,4,23,1,1,283.2,0,-1.1170383168674771
0,2,14,1,1,1080.48,0,0.7761801786603414
0,2,11,1,1,103.56,1,-2.163051454970709
0,0,13,1,1,196.155,0,-0.7745935488030911
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,20,1,1,1679.895,0,1.6460848397835512
0,0,31,1,1,230.01,0,-0.901967067788898
0,0,29,1,1,130.295,0,-1.4679258707636613
0,0,24,1,1,239.0,0,-0.531593898009652
0,0,14,1,1,1192.68,0,0.610202656565932
0,1,39,1,1,902.16,0,2.392147867094369
0,0,40,1,1,554.4,0,3.149881247918957
0,0,21,1,1,180.64,0,-0.5322954311372738
0,0,8,1,1,266.895,0,0.00781858084650644
0,0,13,1,2,88.4,0,-1.5739439201026508
0,2,28,1,1,787.32,0,4.830470217700533
0,0,4,1,1,2013.6,0,2.315198177007426
0,0,26,1,1,1331.325,0,5.010049004466346
0,0,22,1,1,964.16,0,1.5353677570305226
0,0,7,1,2,36.315,0,-2.5898544832560915
0,0,4,1,2,42.39,0,-2.602568238608303
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,39,1,1,2022.885,0,4.223531959189213
0,0,43,1,1,465.48,0,2.352309570260956
0,0,33,1,1,742.995,0,0.7112896740910872
0,0,13,1,2,68.4,1,-1.9462988724374848
0,7,38,1,1,261.15,0,1.0425004357031495
1,0,20,1,1,334.53,1,0.17666000121887993
0,0,10,1,1,111.2,0,-1.9860176651057526
1,0,12,1,2,117.96,1,-1.62121934572481
0,0,27,1,2,185.2,1,-1.5293675152205517
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,2,1,1,64.44,0,-2.2114813346636057
0,0,18,1,1,180.0,0,0.28286253371144965
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,0,1,1,0.0,0,-2.9860320375726848
0,2,76,1,1,730.395,0,4.890685398132025
0,2,29,2,1,1489.455,0,2.9119038422656045
0,0,24,1,1,167.31,0,-0.7383062247650225
0,0,16,1,2,177.08,0,-1.6369896878500345
0,0,19,1,1,866.295,0,-0.013825945361763292
0,0,7,2,1,880.605,0,-0.4971846541125383
0,0,3,1,2,28.935,0,-2.440643326475838
0,0,0,1,2,27.5,0,-2.8894228956481487
0,0,9,1,1,93.375,0,-2.11599573204729
0,0,19,1,1,128.16,0,-1.2189674002474304
0,0,10,1,1,154.755,0,-2.029670802282711
0,0,38,2,1,767.36,0,1.5761904379219955
0,0,36,1,1,383.05,0,2.592040053676235
0,2,15,1,1,196.64,0,-1.3998930394980413
0,0,6,1,1,993.92,0,0.4933254560297773
0,0,3,1,1,57.0,1,-2.3580796849426044
0,1,23,1,1,268.44,0,-0.31047861482470324
0,0,10,1,2,111.72,0,-2.3960154658856565
0,1,30,1,1,1607.32,0,2.1541130200912733
0,1,41,1,1,337.37,0,-0.4729827308739778
0,1,39,1,1,198.945,0,-1.0301588845828742
0,2,34,1,1,353.08,0,-0.02356571770192961
0,1,24,1,1,1306.76,0,1.1182308368736542
0,3,49,1,1,1016.24,0,2.9001760474020912
0,1,50,1,1,628.48,0,3.57008293556801
0,2,31,1,1,262.72,0,-0.09452844495648666
0,1,18,1,1,339.32,0,0.48949881335662815
1,0,23,1,2,194.48,0,-1.0834810383266624
0,4,38,1,1,901.4,0,5.338498398008255
0,2,14,1,1,2127.68,0,2.823226357315148
0,1,36,1,1,1459.665,0,5.518077184774068
0,2,32,1,1,1078.24,0,2.0433959373382447
0,0,17,1,2,119.655,0,-2.169652795607038
0,0,14,1,2,151.76,0,-2.0945400583005807
0,0,6,1,2,79.65,1,-2.619431218580244
0,1,49,1,1,1912.2,0,4.731560139496935
0,2,53,1,1,362.225,0,2.8603377505686782
0,2,43,1,1,871.335,0,1.2193178543988095
1,0,23,1,2,174.88,1,-1.4382706921297626
0,9,48,2,1,185.97,0,1.47148477261807
0,2,30,1,1,462.87,0,0.6846881815266024
0,1,20,1,1,185.28,0,-1.565815977456699
1,0,22,1,2,228.04,1,-1.1219738146829545
1,0,37,1,2,187.05,1,-1.021339334912829
0,0,8,1,2,76.2,1,-2.553283257396722
0,1,12,1,1,86.575,0,-1.7912796470145522
0,2,28,1,1,150.78,0,0.7908907140191719
0,0,10,1,2,82.625,1,-2.2703996518824194
0,2,8,1,1,37.68,0,-2.434959592320723
1,4,86,1,1,813.735,0,5.310887085781077
1,4,39,2,1,1438.04,0,3.4199320225733265
0,1,34,1,1,230.8,0,-0.30053923858423526
0,0,26,1,2,291.16,0,-1.128961507542312
0,1,29,1,1,994.635,0,0.49420223494595894
0,2,17,2,1,896.84,0,0.010843526195183806
0,0,13,1,2,139.8,0,-1.9326151461681158
0,0,9,1,2,117.625,0,-2.0663777629038513
0,1,19,1,1,221.715,0,-1.6079675517395677
0,1,29,1,1,234.24,0,-0.7285045184714418
0,1,20,1,1,251.64,0,-1.5216426219749883
0,2,48,2,1,756.18,0,2.084218618229718
0,1,46,1,1,272.61,0,3.100068233983957
0,4,25,1,1,310.72,0,-0.8918648591903189
0,2,16,1,1,1108.0,0,1.0013536363374997
1,2,13,1,1,131.08,1,-1.937877997293551
0,0,11,1,1,187.695,0,-0.9558537601509147
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,18,1,1,1648.935,0,1.420911382106393
0,0,29,1,1,219.67,0,-1.0832272791367217
0,0,27,1,1,119.955,0,-1.6491860821114852
0,0,22,1,1,237.915,0,-0.7567673556868102
0,0,12,1,1,1165.16,0,0.38502919888877374
0,1,37,1,1,874.64,0,2.166974409417211
0,0,38,1,1,546.88,0,2.9686210365711334
0,0,19,1,1,173.12,0,-0.7135556424850976
0,0,6,1,1,258.435,0,-0.17344163050131728
0,0,11,1,2,80.88,0,-1.7552041314504745
0,2,26,1,1,759.8,0,4.605296760023376
0,0,2,1,1,1986.08,0,2.0900247193302675
0,0,24,1,1,1300.365,0,4.784875546789188
0,0,20,1,1,936.64,0,1.3101942993533644
0,0,2,1,2,20.43,0,-2.8101763977537275
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,37,1,1,1991.925,0,3.9983585015120546
0,0,41,1,1,453.96,0,2.162266709647265
0,0,31,1,1,712.035,0,0.486116216413929
1,0,11,1,2,37.44,1,-2.1714723301146432
0,7,36,1,1,256.45,0,0.861240224355326
1,0,18,1,1,303.57,1,-0.048513456458278204
0,0,8,1,1,103.68,0,-2.1672778764535763
0,0,10,1,2,124.245,1,-1.8024795570726337
1,0,25,1,2,157.68,1,-1.7545409728977097
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,0,1,1,0.0,0,-2.9860320375726848
0,0,16,1,1,165.3,0,0.06647172530015832
1,0,0,1,2,0.0,1,-2.9860320375726848
1,0,0,1,1,0.0,1,-2.9860320375726848
0,2,74,1,1,721.935,0,4.709425186784201
0,2,27,2,1,1458.495,0,2.6867303845884463
0,0,22,1,1,158.85,0,-0.9195664361128462
0,0,14,1,2,149.56,0,-1.8621631455271928
0,0,17,1,1,835.335,0,-0.23899940303892164
0,0,5,2,1,849.645,0,-0.7223581117896967
0,0,1,1,2,20.475,0,-2.621903537823662
0,0,0,1,2,15.0,0,-2.9333361419774833
0,0,7,1,1,62.415,0,-2.3411691897244484
0,0,17,1,1,120.64,0,-1.400227611595254
0,0,8,1,1,123.795,0,-2.254844259959869
0,0,36,2,1,729.52,0,1.351016980244837
0,0,34,1,1,365.85,0,2.3668665959990767
0,2,13,1,1,169.12,0,-1.6250664971751994
0,0,4,1,1,966.4,0,0.26815199835261927
1,0,1,1,1,55.665,1,-2.539339896290428
0,0,22,1,1,249.16,0,-0.39921008054478385
0,0,9,1,2,103.995,0,-2.484746931605737
0,0,29,1,1,1588.04,0,2.065381554371193
0,0,40,1,1,310.86,0,-0.5617141965940584
0,0,38,1,1,216.645,0,-1.118890350302955
0,1,33,1,1,333.8,0,-0.11229718342201031
0,0,23,1,1,1287.48,0,1.0294993711535736
0,2,48,1,1,996.96,0,2.811444581682011
0,0,49,1,1,609.2,0,3.48135146984793
0,1,30,1,1,243.44,0,-0.18325991067656744
0,0,17,1,1,320.04,0,0.4007673476365474
0,0,22,1,2,175.2,0,-1.172212504046743
0,3,37,1,1,882.12,0,5.249766932288175
0,1,13,1,1,2108.4,0,2.7344948915950678
0,0,35,1,1,1437.975,0,5.4293457190539876
0,1,31,1,1,1058.96,0,1.954664471618164
0,0,16,1,2,97.965,0,-2.2583842613271186
0,0,13,1,2,132.48,0,-2.1832715240206615
0,0,5,1,2,57.96,1,-2.708162684300325
0,0,48,1,1,2129.535,0,4.6428286737768545
0,1,52,1,1,350.175,0,2.7716062848485974
0,1,42,1,1,849.645,0,1.1305863886787288
1,0,22,1,2,175.05,1,-1.5270021578498434
0,8,47,1,1,178.74,0,1.3827533068979894
0,1,29,1,1,441.18,0,0.5959567158065215
0,0,19,1,1,166.0,0,-1.6545474431767797
1,0,21,1,2,208.76,1,-1.2107052804030354
1,0,36,1,2,280.0,1,-1.1100708006329096
1,0,7,1,2,56.92,1,-2.642014723116802
0,0,11,1,1,119.24,0,-1.8800111127346328
0,1,27,1,1,143.55,0,0.7021592482990913
0,0,9,1,2,70.575,1,-2.3591311176025003
0,1,7,1,1,30.45,0,-2.5236910580408036
1,3,85,1,1,792.045,0,5.222155620060996
0,3,38,2,1,1596.105,0,3.331200556853246
0,0,33,1,1,237.96,0,-0.389270704304316
0,0,25,1,2,271.88,0,-1.2176929732623927
0,0,28,1,1,972.945,0,0.4054707692258782
1,1,16,2,1,987.255,1,-0.07788793952489681
0,0,12,1,2,135.585,0,-2.0213466118881964
0,0,8,1,2,105.575,0,-2.1551092286239317
0,0,18,1,1,200.025,0,-1.6966990174596486
0,0,28,1,1,214.96,0,-0.8172359841915225
0,0,19,1,1,261.405,0,-1.610374087695069
0,1,47,2,1,734.49,0,1.9954871525096372
0,0,45,1,1,442.3,0,3.0113367682638765
0,3,24,1,1,291.44,0,-0.9805963249103995
0,1,15,1,1,1088.72,0,0.9126221706174189
0,1,12,1,1,111.8,1,-2.0266094630136315
0,0,12,1,1,170.12,0,-0.9022528914943017
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,19,1,1,1485.0,0,1.5096428478264738
0,0,30,1,1,224.18,0,-1.0296264104801087
0,0,28,1,1,124.465,0,-1.5955852134548723
0,1,23,1,1,230.76,0,-0.6680358899667296
0,0,13,1,1,1184.44,0,0.4737606646088546
0,2,38,1,1,893.92,0,2.255705875137292
0,0,39,1,1,550.16,0,3.0222219052277466
0,1,20,1,1,176.4,0,-0.6599547738284846
0,0,7,1,1,233.0,0,-0.11984076184470416
0,0,12,1,2,84.16,0,-1.7016032627938618
0,3,27,1,1,779.08,0,4.694028225743456
0,1,3,1,1,2005.36,0,2.1787561850503483
0,0,25,1,1,1322.055,0,4.873607012509268
0,1,21,1,1,955.92,0,1.3989257650734448
0,0,6,1,2,31.545,0,-2.7175138259473024
0,0,3,1,2,29.44,0,-2.7390102305653805
1,0,0,1,2,0.0,1,-2.9860320375726848
0,0,38,1,1,2013.615,0,4.087089967232135
0,1,42,1,1,285.775,0,2.2158675783038784
0,1,32,1,1,733.725,0,0.5748476821340097
1,0,12,1,2,59.13,1,-2.0827408643945624
0,8,37,1,1,155.1,0,0.9148410930119392
1,1,19,1,1,325.26,1,0.04021800926180241
0,0,9,1,1,106.96,0,-2.113677007796963
0,0,11,1,2,113.72,1,-1.7488786884160206
1,0,26,1,2,176.96,1,-1.665809507177629
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,1,1,1,60.2,0,-2.3391406773548167
0,1,17,1,1,104.91,0,0.14642054175437202
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,0,1,1,0.0,0,-2.9860320375726848
0,3,75,1,1,725.625,0,4.763026055440814
0,3,28,2,1,1480.185,0,2.7754618503085267
0,0,23,1,1,162.54,0,-0.8659655674562331
0,0,15,1,2,168.84,0,-1.773431679807112
0,0,18,1,1,857.025,0,-0.15026793731884092
0,1,6,2,1,871.335,0,-0.6336266460696159
0,0,2,1,2,24.165,0,-2.568302669167049
0,0,0,1,2,25.0,0,-2.8982055449140156
0,0,8,1,1,84.105,0,-2.2524377240043676
0,0,18,1,1,123.92,0,-1.346626742938641
0,0,9,1,1,145.485,0,-2.1661127942397878
0,1,37,2,1,618.57,0,1.4397484459649181
0,0,35,1,1,377.9,0,2.455598061719157
0,3,14,1,1,188.4,0,-1.5363350314551187
0,1,5,1,1,985.68,0,0.3568834640726998
0,1,2,1,1,52.76,1,-2.485739027633815
0,2,32,1,1,306.04,0,-0.17729193698140372
0,2,39,1,1,1644.92,0,2.2872996979345728
0,2,50,1,1,389.07,0,-0.3397960530306783
0,2,48,1,1,241.245,0,-0.8969722067395748
0,3,43,1,1,390.68,0,0.1096209601413699
0,2,33,1,1,1344.36,0,1.2514175147169535
0,4,58,2,1,1053.84,0,3.033362725245391
0,2,59,1,1,666.08,0,3.70326961341131
0,3,40,1,1,300.32,0,0.038658232886812804
0,2,27,1,1,376.92,0,0.6226854911999276
0,0,32,1,2,232.08,0,-0.9502943604833629
0,5,47,1,1,939.0,0,5.471685075851555
0,3,23,1,1,2165.28,0,2.956413035158448
0,2,45,1,1,1501.965,0,5.651263862617368
0,3,41,1,1,1115.84,0,2.176582615181544
0,0,23,1,2,189.36,0,-1.9613533804572811
0,2,58,1,1,1949.8,0,4.864746817340235
0,3,62,1,1,385.725,0,2.9935244284119777
0,3,52,1,1,913.635,0,1.352504532242109
1,0,32,1,2,212.48,1,-1.305084014286463
0,10,57,2,1,200.07,0,1.6046714504613693
0,3,39,1,1,505.17,0,0.8178748593699017
0,2,29,1,1,222.88,0,-1.4326292996133998
1,0,31,1,2,265.64,1,-0.988787136839655
1,0,46,1,2,336.88,1,-0.8881526570695296
0,2,21,1,1,110.075,0,-1.658092969171253
0,3,37,1,1,164.88,0,0.9240773918624714
0,5,95,1,1,856.035,0,5.444073763624377
0,5,48,2,1,1660.095,0,3.5531187004166265
0,2,43,1,1,268.4,0,-0.1673525607409358
1,0,35,1,2,328.76,1,-0.9957748296990125
0,2,38,1,1,1036.935,0,0.6273889127892585
0,3,26,2,1,1051.245,0,0.14403020403848332
0,0,22,1,2,177.4,0,-1.799428468324816
0,0,18,1,2,141.125,0,-1.9331910850605516
0,2,28,1,1,264.015,0,-1.4747808738962682
0,2,38,1,1,271.84,0,-0.5953178406281424
0,2,29,1,1,325.395,0,-1.3884559441316888
0,3,57,2,1,798.48,0,2.217405296073017
0,2,55,1,1,286.71,0,3.2332549118272564
0,5,34,1,1,348.32,0,-0.7586781813470194
0,3,25,1,1,1145.6,0,1.134540314180799
1,3,22,1,1,168.68,1,-1.8046913194502516
0,0,2,1,1,172.395,0,-1.036344542399013
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,9,1,1,1606.635,0,1.2877247042630935
0,0,20,1,1,200.97,0,-1.16371806138482
0,0,18,1,1,101.255,0,-1.7296768643595835
0,0,13,1,1,173.88,0,-0.8899540335301097
0,0,3,1,1,1127.56,0,0.2518425210454742
0,0,28,1,1,837.04,0,2.0337877315739115
0,0,29,1,1,533.28,0,2.8881302543230354
0,0,10,1,1,159.52,0,-0.7940464247331958
0,0,15,1,1,243.135,0,-0.25393241274941547
0,0,2,1,2,67.28,0,-1.835694913698573
0,1,17,1,1,722.2,0,4.472110082180076
0,0,7,1,1,1948.48,0,1.9568380414869684
0,0,15,1,1,1258.065,0,4.651688868945889
0,0,11,1,1,899.04,0,1.1770076215100649
0,0,1,1,2,12.555,0,-2.8516054768520136
0,0,1,1,2,5.13,0,-2.890667180001826
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,28,1,1,1949.625,0,3.8651718236687547
0,0,32,1,1,440.36,0,2.081775927399167
0,0,22,1,1,669.735,0,0.3529295385706295
0,0,2,1,2,17.64,1,-2.260745761628608
0,6,27,1,1,247.95,0,0.7807494421072277
1,0,9,1,1,261.27,1,-0.18170013430157772
0,0,4,1,1,90.08,0,-2.2477686587016743
0,0,1,1,2,96.84,1,-1.8829703393207322
0,0,16,1,2,120.08,1,-1.8877276507410092
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,3,1,1,43.32,0,-2.473232328259528
0,0,7,1,1,156.8,0,-0.014019056947939812
0,0,0,1,2,0.0,1,-2.9860320375726848
0,0,0,1,1,0.0,0,-2.9860320375726848
0,1,65,1,1,706.635,0,4.6289344045361025
0,1,18,2,1,1416.195,0,2.5535437067451467
0,0,13,1,1,143.55,0,-1.0000572183609444
0,0,5,1,2,111.96,0,-1.995349823370492
0,0,8,1,1,793.035,0,-0.37218608088222105
0,0,1,2,1,807.345,0,-0.8555447896329961
0,0,3,1,2,5.175,0,-2.70239432007176
0,0,0,1,2,0.0,0,-2.9860320375726848
0,0,2,1,1,29.115,0,-2.456790569036014
0,0,8,1,1,107.04,0,-1.4807183938433521
0,0,6,1,1,81.495,0,-2.388030937803168
0,0,27,2,1,677.82,0,1.2178303024015378
0,0,25,1,1,342.35,0,2.233679918155777
0,1,4,1,1,131.52,0,-1.7582531750184986
0,0,23,1,1,928.8,0,0.13496532050931964
1,0,3,1,1,35.88,1,-2.619830678538526
0,1,21,1,1,330.48,0,-0.26482425069548193
0,0,8,1,2,173.76,0,-2.3503611017564348
0,1,28,1,1,1669.36,0,2.199767384220495
0,1,39,1,1,422.675,0,-0.42732836674475655
0,1,37,1,1,268.74,0,-0.984504520453653
0,2,32,1,1,415.12,0,0.022088646427291636
0,1,22,1,1,855.5,0,1.1638852010028755
0,3,47,1,1,1078.28,0,2.945830411531313
0,1,48,1,1,690.52,0,3.6157372996972317
0,2,29,1,1,324.76,0,-0.04887408082726541
0,1,16,1,1,401.36,0,0.5351531774858493
1,0,21,1,2,256.52,0,-1.0378266741974411
0,4,36,1,1,963.44,0,5.384152762137477
0,2,12,1,1,1368.575,0,2.8688807214443695
0,1,34,1,1,1529.46,0,5.56373154890329
0,2,30,1,1,1140.28,0,2.089050301467466
0,0,15,1,2,189.45,0,-2.123998431477817
